а, 0.0750
б, 0.0210
в, 0.0433
г, 0.0172
д, 0.0309
е, 0.0850
ж, 0.0101
з, 0.0148
и, 0.0709
й, 0.0121
к, 0.0330
л, 0.0496
м, 0.0310
н, 0.0670
о, 0.1107
п, 0.0247
р, 0.0433
с, 0.0497
т, 0.0597
у, 0.0220
ф, 0.0021
х, 0.0095
ц, 0.0039
ч, 0.0140
ш, 0.0072
щ, 0.0030
ъ, 0.0020
ы, 0.0236
ь, 0.0184
э, 0.0036
я, 0.0196
ё, 0.0020
