a, 10
b, 2100
c, 120
d, 122
e, 20
f, 2212
g, 2210
h, 212
i, 00
j, 221101
k, 22111
l, 121
m, 021
n, 222
o, 01
p, 2101
q, 2211021
r, 211
s, 220
t, 11
u, 022
v, 22112
w, 020
x, 221100
y, 2102
z, 2211020
